user_message,crisis_label,severity_level,suggested_helpline_id
Emergency! I feel lonely and want to end it all.,Mental Health Crisis,3,mental_health
A child is being trafficked in the factory. Call police.,Child Helpline,5,child_1098
There is a massive fire at building!,Fire Emergency,5,fire_101
I feel trapped and want to end it all.,Mental Health Crisis,4,mental_health
Help! The factory is on fire!,Fire Emergency,5,fire_101
"I suspect child abuse next door, the little girl is always crying.",Child Helpline,3,child_1098
"Two cars crashed, people are stuck inside.",Road Accident,5,ambulance_108
I see flames coming from the factory.,Fire Emergency,5,fire_101
"Please save me, my brother-in-law is trying to abusing me.",Domestic Violence,5,women_1091
"I think I am being touching, he is following me.",Women Safety,4,women_1091
"Urgent. Hit and run case at junction, victim is injured. Call police.",Road Accident,5,ambulance_108
Help! I am being threatening by a group of men at metro station.,Women Safety,5,women_1091
"Urgent. Bad accident on the crossing, unconscious.",Road Accident,4,ambulance_108
"Reporting child labor at temple, kid is working there.",Child Helpline,5,child_1098
"Urgent. Need help immediately at dark street, stranger is trying to harassing me. Need help now.",Women Safety,3,women_1091
"Reporting a fraud message scam, they stole my money.",Cyber Crime,1,cyber_1930
"I want to ending my life, I can't take it anymore.",Mental Health Crisis,3,mental_health
"Emergency! Hit and run case at bridge, victim is unconscious.",Road Accident,5,ambulance_108
"Emergency! Reporting a UPI fraud scam, they stole my OTP. Need help now.",Cyber Crime,1,cyber_1930
"Emergency! Bad accident on the junction, not moving.",Road Accident,5,ambulance_108
"I want to jumping off, I can't take it anymore. Need help now.",Mental Health Crisis,4,mental_health
There is a massive fire at market!,Fire Emergency,5,fire_101
"Need help immediately at park, stranger is trying to threatening me.",Women Safety,5,women_1091
"Need help immediately at cab, group of men is trying to harassing me. I am scared.",Women Safety,4,women_1091
"Emergency! I am scared of my brother-in-law, he is hitting me.",Domestic Violence,5,women_1091
Lost money from my bank account due to phishing link. Call police.,Cyber Crime,2,cyber_1930
"Please save me, my husband is trying to abusing me.",Domestic Violence,4,women_1091
"Please help. Two cars crashed, people are stuck inside. Need help now.",Road Accident,4,ambulance_108
"Bad accident on the crossing, injured.",Road Accident,5,ambulance_108
"Reporting a fake call scam, they stole my OTP. Please hurry.",Cyber Crime,2,cyber_1930
Urgent. Help! The apartment is on fire!,Fire Emergency,5,fire_101
Please help. He is drunk and hitting me and the kids.,Domestic Violence,4,women_1091
"Need ambulance immediately at crossing, bike accident.",Road Accident,5,ambulance_108
Please help. I found a kid who is crying at street.,Child Helpline,5,child_1098
"Having severe panic attacks, please help.",Mental Health Crisis,4,mental_health
Please help. A man is stalking me and I feel unsafe.,Women Safety,3,women_1091
My photos are being shared on social media.,Cyber Crime,1,cyber_1930
He is drunk and hitting me and the kids.,Domestic Violence,3,women_1091
"Bad accident on the highway, not moving. Please hurry.",Road Accident,4,ambulance_108
A child is being forced to beg in the railway station.,Child Helpline,5,child_1098
I am being harassing by a stranger at the bus stop.,Women Safety,3,women_1091
"Please save me, my husband is trying to throwing things at me.",Domestic Violence,4,women_1091
"Emergency! Bad accident on the crossing, not moving.",Road Accident,5,ambulance_108
"I am scared of my father, he is beating me.",Domestic Violence,3,women_1091
My photos are being shared on whatsapp. Please hurry.,Cyber Crime,3,cyber_1930
A child is being beaten in the shop.,Child Helpline,4,child_1098
"Please save me, my brother-in-law is trying to beating me.",Domestic Violence,3,women_1091
"Help! I think I am being chasing, he is following me. Please hurry.",Women Safety,3,women_1091
"Bad accident on the junction, not moving.",Road Accident,4,ambulance_108
My photos are being leaked on social media. I am scared.,Cyber Crime,1,cyber_1930
"Please save me, my brother-in-law is trying to locking me. Call police.",Domestic Violence,3,women_1091
My photos are being hacked on social media. Need help now.,Cyber Crime,1,cyber_1930
"I am scared of my father, he is locking me.",Domestic Violence,5,women_1091
"I need someone to talk to, I am anxious.",Mental Health Crisis,3,mental_health
"I think I am being following, he is following me. Please hurry.",Women Safety,5,women_1091
"Emergency! Lost child found at shop, looks bruised. Call police.",Child Helpline,4,child_1098
I see flames coming from the market. Need help now.,Fire Emergency,5,fire_101
I feel worthless and I am a burden.,Mental Health Crisis,3,mental_health
I feel empty and nobody cares.,Mental Health Crisis,5,mental_health
I see flames coming from the apartment.,Fire Emergency,5,fire_101
"I want to ending my life, I can't take it anymore. Need help now.",Mental Health Crisis,3,mental_health
He is drunk and throwing things at me and the kids.,Domestic Violence,5,women_1091
"Need ambulance immediately at bridge, bike accident.",Road Accident,4,ambulance_108
Help! I am being following by a group of men at the bus stop.,Women Safety,4,women_1091
"Hit and run case at junction, victim is stuck inside.",Road Accident,5,ambulance_108
"Please help, I am alone and guy is stalking me. I am scared.",Women Safety,3,women_1091
"I want to ending my life, I can't take it anymore. Need help now.",Mental Health Crisis,5,mental_health
"Need ambulance immediately at bridge, truck accident.",Road Accident,5,ambulance_108
"I am scared of my husband, he is beating me. Need help now.",Domestic Violence,4,women_1091
I received a fake call asking for details.,Cyber Crime,1,cyber_1930
I am being chasing by a stranger at park.,Women Safety,5,women_1091
I see flames coming from the building.,Fire Emergency,5,fire_101
"Reporting child labor at shop, minor is working there. I am scared.",Child Helpline,4,child_1098
"Help! Everything feels pointless, I just want to killing myself. I am scared.",Mental Health Crisis,4,mental_health
"Need ambulance immediately at main road, car accident.",Road Accident,4,ambulance_108
Help! A child is being working in the temple.,Child Helpline,3,child_1098
My father is beating me.,Domestic Violence,3,women_1091
A man is touching me and I feel unsafe. Call police.,Women Safety,4,women_1091
"I suspect child abuse next door, the kid is always injured. Call police.",Child Helpline,3,child_1098
"Urgent. Need ambulance immediately at main road, bike accident.",Road Accident,4,ambulance_108
"Help! I think I am being stalking, he is following me.",Women Safety,5,women_1091
"Need ambulance immediately at junction, truck accident.",Road Accident,4,ambulance_108
"I want to taking pills, I can't take it anymore.",Mental Health Crisis,3,mental_health
My brother-in-law is locking me. Please hurry.,Domestic Violence,4,women_1091
Please help. A child is being forced to beg in the park. Need help now.,Child Helpline,5,child_1098
"Need help immediately at metro station, driver is trying to harassing me.",Women Safety,5,women_1091
I received a lottery scam asking for money.,Cyber Crime,3,cyber_1930
Help! My photos are being morphed on whatsapp. Need help now.,Cyber Crime,3,cyber_1930
"Need ambulance immediately at junction, truck accident.",Road Accident,5,ambulance_108
"My friend is talking about ending my life, I'm scared.",Mental Health Crisis,4,mental_health
"I am scared of my partner, he is beating me. Need help now.",Domestic Violence,4,women_1091
"Need ambulance immediately at bridge, bus accident. Please hurry.",Road Accident,5,ambulance_108
Help! I received a phishing link asking for details. Please hurry.,Cyber Crime,1,cyber_1930
My father is locking me.,Domestic Violence,3,women_1091
I see flames coming from the market.,Fire Emergency,5,fire_101
"Need ambulance immediately at bridge, bike accident.",Road Accident,5,ambulance_108
"I suspect child abuse next door, the minor is always scared. Call police.",Child Helpline,5,child_1098
"Please save me, my partner is trying to locking me.",Domestic Violence,3,women_1091
Help! I am extremely lonely and thinking of killing myself.,Mental Health Crisis,3,mental_health
"Fire broke out in the school, people are trapped.",Fire Emergency,5,fire_101
A man is chasing me and I feel unsafe.,Women Safety,4,women_1091
"Urgent. Having severe depression, please help. Please hurry.",Mental Health Crisis,3,mental_health
"Hit and run case at main road, victim is stuck inside. Please hurry.",Road Accident,5,ambulance_108
I see flames coming from the building. I am scared.,Fire Emergency,5,fire_101
Please help. Someone leaked my email.,Cyber Crime,3,cyber_1930
"Please help. Need ambulance immediately at junction, bus accident.",Road Accident,5,ambulance_108
My photos are being leaked on social media. Please hurry.,Cyber Crime,1,cyber_1930
"I need someone to talk to, I am empty. Please hurry.",Mental Health Crisis,3,mental_health
"Emergency! I suspect child abuse next door, the baby is always crying.",Child Helpline,5,child_1098
Please help. Someone is touching me.,Women Safety,4,women_1091
"Please help. I am scared of my father, he is hitting me. Need help now.",Domestic Violence,3,women_1091
He is drunk and abusing me and the kids.,Domestic Violence,3,women_1091
"Reporting child labor at railway station, kid is working there.",Child Helpline,4,child_1098
"Two cars crashed, people are bleeding heavily.",Road Accident,4,ambulance_108
Emergency! A child is being trafficked in the railway station.,Child Helpline,3,child_1098
"Urgent. Reporting a phishing link scam, they stole my identity.",Cyber Crime,3,cyber_1930
"Reporting child labor at street, minor is working there.",Child Helpline,4,child_1098
"My friend is talking about taking pills, I'm scared.",Mental Health Crisis,3,mental_health
"Reporting child labor at shop, minor is working there.",Child Helpline,5,child_1098
"Emergency! Fire broke out in the slum area, people are trapped.",Fire Emergency,5,fire_101
"Emergency! Two cars crashed, people are bleeding heavily.",Road Accident,5,ambulance_108
He is drunk and locking me and the kids. Please hurry.,Domestic Violence,3,women_1091
"Help! Need ambulance immediately at main road, car accident.",Road Accident,5,ambulance_108
"Bad accident on the main road, not moving.",Road Accident,5,ambulance_108
"Need ambulance immediately at crossing, bike accident.",Road Accident,5,ambulance_108
I see sparks coming from the kitchen.,Fire Emergency,5,fire_101
I am being harassing by a stranger at dark street.,Women Safety,3,women_1091
"I want to ending my life, I can't take it anymore.",Mental Health Crisis,4,mental_health
Urgent. I found a little girl who is lost at street. Call police.,Child Helpline,3,child_1098
I see flames coming from the building. Please hurry.,Fire Emergency,5,fire_101
Help! The market is on fire!,Fire Emergency,5,fire_101
There is a massive fire at market! Need help now.,Fire Emergency,5,fire_101
Someone morphed my email.,Cyber Crime,2,cyber_1930
